source,target
9300105,290235170
11582761,265976336
23810143,392540570
13588275,36285062
260771135,236711667
240352641,358866657
427076362,2756563
619577615,330313367
420893527,234639131
213402360,210928427
156590923,258658245
181306939,338121069
118752073,2149062
11582761,297157843
195438755,4853116
240352641,190821010
320182139,513124880
480719713,496986171
731564795,625480298
3346542,152000335
465506973,248918741
42735014,39311917
690736214,177922779
390860892,161211275
335892490,154087460
25891559,215991559
549033684,306286786
852669061,410488238
558255592,250154249
171332234,2250520
9030558,29553918
420893527,72141863
191601364,121647128
430788636,377565343
315206399,293848779
232094840,306817751
299908306,218904422
257465738,339995855
402236678,255001432
244704883,263417329
11425284,371410512
299908306,155820435
13588275,34974096
430788636,468123363
401629439,416498058
145015907,673561168
11425284,207265496
427076362,8963528
463995635,227466795
207634257,133159700
34381710,556003312
39558506,50969180
88785305,380038855
25891559,464769701
480719713,489633423
427076362,41917697
36041325,22338291
619577615,684556744
402236678,96627349
303690604,672388979
816054748,785354983
427076362,170133265
11582761,281049434
420893527,274122792
39538382,384524426
256262373,488243736
430788636,423895867
390860892,50089685
468713706,147887715
471276575,155792101
428113258,248055180
290800603,40056387
260771135,594076258
1756709,192413509
180177459,100298639
225492573,153145502
181899699,29558785
13588275,33901199
315110195,349974285
146553153,145015907
569125867,156972902
282343851,160439841
250496539,234749364
13588275,3735918
259551635,532409224
222474080,445831364
420893527,353913370
135883377,73557319
210930165,486380384
456854436,67227385
246392839,364806830
415644346,143204199
5856094,37410269
690736214,815610002
390860892,90623612
42735014,202578616
80671383,14652640
282677928,237089055
569125867,275059316
540304869,208202440
240443780,166361984
3346542,284801857
282343851,386579732
104196443,456191496
7894249,506851145
662741463,322847078
137037837,531819588
171332234,267825777
517996939,89166229
135883377,3007079
201479675,154173724
257673049,24530152
505117799,319366311
456494191,569030788
9030558,43805020
466889037,231217190
273881727,715092386
145015907,633728779
456925212,422250623
1841900,413354839
852669061,462803523
420893527,175061785
690736214,251393050
402236678,119546971
5856094,35434651
181379424,366100997
296485275,171752899
240098981,538391105
293967302,218521185
25891559,386937989
418495890,247663264
362283569,70168761
549033684,634195660
241514576,191495182
471276575,183537706
348609170,520759440
427076362,208195488
456494191,219927895
375483829,577629225
205420949,532802039
207634257,258498002
171332234,373304194
342659670,425382019
611408859,324808089
11582761,10119491
146553153,85585756
852669061,813571079
852669061,101717739
346494351,278483596
299908306,252541231
195438755,3979255
453895363,134930627
816054748,808994318
321776183,463835000
257465738,239366215
516146289,237521119
456494191,415038630
466889037,160177630
427076362,20275164
420893527,280620927
339019684,138364149
90696069,29553932
456494191,217697643
59245310,134556343
420893527,122204615
420893527,159610912
191601364,238459462
430788636,464457231
420893527,358828267
11582761,104127318
190936664,435114300
391504204,320186012
427076362,158574997
182393059,271569901
5856094,5802342
466878925,138428269
244704883,81737473
852669061,503738019
852669061,452743312
159004480,139478087
119447546,450153997
25891559,281877429
300287042,65647985
80671383,349976089
257465738,185506001
257465738,315252779
270288637,300218932
321776183,838716956
275732451,340121125
332923459,249460254
406806074,294191736
285212747,487812097
852669061,414831130
293967302,424045828
353361625,471121453
244704883,94156046
428113258,232235258
36041325,235704815
6273964,482887645
319628783,286851899
80671383,6959540
505117799,327331146
282343851,165171730
258846989,835574061
3346542,2237564
282677928,536273684
299908306,318008894
430788636,461292178
428113258,203327305
343048272,371764693
36041325,506178941
259551635,8460156
210502425,5215159
213374483,162628323
225492573,155843679
299908306,340679225
39538382,13105622
378015876,24060482
282476961,22075752
420893527,347881200
5856094,51285206
540304869,587216143
290659920,275629484
244704883,266638679
1841900,231555062
430788636,436656028
146553153,51202123
690736214,794761141
456925212,420924865
185004220,344167564
619577615,619503368
267407970,385682003
13588275,8304047
13588275,49082459
334025696,112082607
320182139,304637416
498156621,239572416
505117799,351681655
381144370,413061508
390860892,7393562
232094840,29175121
319628783,175991359
428113258,397838598
146553153,95069319
471276575,663573592
321776183,291293736
146553153,3360710
456925212,432124956
256262373,393685998
166627739,327684193
137037837,186359122
257465738,203309543
497573070,210943915
181899699,20381160
112082607,389201910
456494191,175847757
456854436,510328819
335139497,70646982
281095868,703193697
427294725,231150836
39558506,146067355
36041325,132814103
2762541,131665943
456494191,133950836
171332234,356343132
11582761,87307385
863599971,10683413
261723359,320877823
420893527,103911566
655632263,785638034
255366094,152247038
471276575,208312838
246392839,109082738
281095868,396999868
258846989,176551340
181899699,30111168
282677928,348580020
852669061,4786124
299212322,741759077
257069764,184525987
208698330,53921256
420893527,278689311
241514576,137283207
39538382,121141274
225492573,472413643
428113258,226653562
244704883,202595300
303690604,28505639
181899699,36855748
261723359,212386354
427076362,170267254
358528631,551885028
189952272,310512194
456494191,251109215
230230302,41109737
244704883,384284768
258611275,16896146
257465738,318491954
171332234,266524423
246422438,387449343
456494191,154026509
319986306,214654198
415644346,190022246
171332234,278939613
428113258,296147120
390523841,301570904
146553153,9632535
455209110,401080013
401629439,276663258
390860892,168829155
171332234,140817445
420893527,158450337
259551635,400020729
505117799,248165837
665764935,239658932
299908306,231273976
171332234,294417573
549033684,631714320
442761255,441564733
80671383,1188420
171332234,180393590
25891559,361792
290800603,528241889
456494191,493049593
195438755,14699288
228128499,191566176
390860892,2382611
88785305,213804342
430788636,441033310
344924333,94736246
171332234,186812610
225492573,311822490
59245310,442058
244704883,32090781
299908306,206953937
498940778,4572653
335892490,224609702
471276575,77375015
244704883,428658922
299908306,256162800
466646163,554670234
381144370,333918830
427076362,26324248
257332093,313442742
390860892,39012524
358528631,300249568
567877525,29146507
357795422,348734877
422791187,296689933
456925212,390733383
146553153,3537465
54854546,317874848
282476961,282268886
156590923,623866303
191601364,529380246
290800603,57378261
299197852,403762870
236690140,465185370
639631999,244627970
320182139,18853359
430788636,375728870
285058343,123820602
2762541,505502089
547782928,255663774
88785305,386658147
390860892,70790440
453187528,327172538
7894249,20801963
275013962,435616448
461547882,305495973
662741463,67002878
655632263,233899522
222659660,179448234
240352641,305936577
346494351,418020062
281095868,148228305
270288637,131545682
243386830,417993762
181899699,79841594
505117799,469091098
428113258,150786059
547782928,316372274
619577615,593964660
11582761,299155531
547782928,217416583
94867644,342771996
9030558,14026402
456925212,234613256
427076362,64518151
178786625,182881683
225492573,69181460
576290948,141952308
346494351,180916539
619577615,648970120
246422438,317065709
516146289,99868649
88785305,50276756
273881727,560725299
171332234,5418395
317264818,374415317
414176127,380690475
456925212,394274414
257332093,5367202
334025696,225798131
334072835,255189986
146553153,45484104
299908306,309016050
268713514,408371316
5856094,31679231
299908306,51946976
453895363,432197545
41501022,584698493
317264818,311463733
25891559,506923378
461111565,200318000
118752073,2197146
273881727,534606234
366440124,290274937
36041325,469161617
547782928,228739628
7894249,1979325
547782928,329255926
241514576,684485809
39538382,1172962
299908306,253901891
5856094,20296482
388759781,229843787
25891559,271660760
456494191,320132164
381144370,345875170
4408195,76052336
299212322,222889016
455209110,306347643
662741463,284936295
728776785,502272327
7894249,430634727
608445872,277683167
728776785,842107258
358528631,333621944
498940778,622843862
135883377,225492573
3346542,32105958
5856094,19494084
54854546,119836592
222474080,176536313
228128499,338541108
7894249,150611991
547782928,341155782
257673049,334572023
414176127,386746162
549033684,305574701
5856094,2904381
173860653,30324858
731564795,81306028
171332234,11512928
690736214,248203032
456925212,241275501
244704883,450606670
497573070,348368627
257004484,406885069
80671383,192594877
456494191,164517922
156110357,173860653
41501022,155844941
244704883,197770553
427076362,92135459
433848592,220811843
257069764,221427635
411687051,453530809
155805141,220410405
471276575,224353330
257004484,252717929
13588275,4396276
255458851,167541196
171332234,282264669
246392839,160833857
662741463,34367316
355468080,218417146
662741463,258862842
241514576,22732294
401629439,280639434
205420949,578250489
619577615,625602870
342659670,181410051
390860892,144983807
662741463,171413204
569125867,395837117
287195165,284483671
112082607,201193371
614288838,279070351
390860892,31001703
146553153,54942003
479518999,517949175
333156814,39586737
166627739,179264631
210930165,408717937
257465738,351170794
281095868,210725495
408717937,354424676
852669061,553312337
240443780,351152507
465506973,318768118
246422438,164242128
166627739,440592676
480719713,315234128
401629439,62795281
13588275,628398
576290948,437049565
852669061,824028265
171332234,404017028
420893527,378569630
171332234,210296374
281095868,402380007
207383715,164729800
11582761,224687908
422791187,245899068
655632263,612417489
520356247,59181636
690736214,504977016
731564795,487827454
690736214,890609849
257066830,479947208
343048272,540182561
420893527,167308257
195438755,84526058
195438755,85712460
36041325,336867216
4408195,358314586
406806074,29351496
456854436,399970407
662741463,307366597
80671383,256615438
427076362,155169541
191228642,225239975
547782928,258269467
335892490,151904032
4408195,62956092
456925212,356887528
23810143,113823059
344133220,208884432
257066830,544282807
281095868,231749151
505117799,492854810
181899699,70702815
159004480,326866301
275013962,151922587
401629439,338873197
244704883,292943574
381144370,347912078
498156621,225079301
560875125,591237054
230296613,100573968
409028012,552679750
560875125,164845407
112082607,559976367
247910399,607104514
498156621,387464487
420893527,315138525
443977902,348257244
163209102,266843162
358528631,218301600
2762541,632658478
456925212,38385598
333156814,246933037
193200193,154652135
497573070,565206866
257066830,587637702
20447475,131629423
257004484,220627098
257465738,328928119
505117799,19244173
261018442,395228697
299908306,233166535
246422438,195105914
13588275,25134641
342659670,443462265
137037837,208202440
181899699,152670007
662741463,274471945
25891559,288325285
257465738,250240908
23810143,112899130
7894249,123870316
346170864,328440631
468713706,442162765
137363946,212066435
257332093,219360955
430788636,462304460
1756709,9563255
428113258,16070372
282343851,268566879
456494191,786522969
365531616,293267162
428113258,357049826
339019684,405167126
401629439,302287286
465506973,487664621
480978443,146712525
9030558,8196651
401629439,309295949
319628783,244752161
381144370,391341982
461111565,204023677
852669061,661004254
419054284,373669910
2762541,619909352
16515456,7697472
335892490,492398622
3346542,2753760
381144370,363339783
244704883,150522329
172653463,55810014
261018442,295857995
321659773,329467758
207634257,132873311
852669061,602494999
195202746,242603496
390860892,152037545
88785305,150730853
319986306,486951380
119799833,1109045
290456041,153138106
290800603,486639497
456494191,329795515
420893527,269029668
257673049,86440521
246392839,186928144
319628783,838487730
146553153,152798596
13588275,16309127
430788636,426246715
294081880,490556019
247910399,255936552
608445872,503427808
505117799,222086667
428113258,387126006
3346542,367383958
180177459,215261481
384409125,395661174
282677928,539972571
222474080,156443701
249838483,461060519
420893527,388618595
466646163,524802515
427076362,176301709
335892490,181463268
614288838,232154453
615031958,188269448
257465738,268695920
244704883,226831743
25891559,40345971
471276575,397900647
486277710,258846989
611408859,478201480
252707069,242149525
335139497,339454624
576290948,660575363
9030558,415546839
166627739,235028463
346170864,541000301
455209110,420074389
299908306,276216891
182393059,326513136
415644346,273954696
471276575,442954245
576290948,156663309
320182139,501193082
255458851,508615793
212337422,201624345
428473928,244095040
219057303,481991006
406806074,276098772
180177459,140907900
480978443,505673186
241514576,7678770
547782928,211666297
479518999,214371188
124487696,527214150
199891666,263931250
173860653,144635181
228875108,105291732
480978443,202367845
11425284,50099161
283605975,645401601
11582761,178217491
195438755,45815374
456494191,285785230
690736214,100005674
662741463,196860827
390860892,2969010
549033684,496590201
1841900,7883817
319628783,24978725
5856094,29468553
480719713,300193436
257004484,783503500
238384014,292525524
171332234,244805970
247910399,105346256
7894249,233948219
159004480,246761198
242047333,40772988
547782928,222988992
428113258,179264185
259551635,176328463
271476229,473694164
178786625,365923435
614288838,258459372
317264818,431585258
195438755,244856137
294291839,290353151
334025696,347531941
611408859,276313198
244704883,293263954
199891666,532716822
9300105,710184044
244704883,464030946
420893527,277346427
471276575,480919528
181379424,138818681
466878925,182811474
285058343,334417462
415644346,481884223
257332093,199183162
213402360,255392870
248652763,361994299
228061240,244822158
195438755,20651058
11582761,18770511
419054284,577632686
159004480,194712842
294291839,429242977
135883377,216688966
505117799,220719030
466878925,345167613
401629439,211271839
171332234,220470066
560875125,263225523
569125867,216629851
420893527,40810266
332923459,353887657
420893527,102662939
257004484,520538929
381144370,389901109
11582761,151312593
471276575,528706953
465506973,359178717
415644346,565501473
566922501,575272055
300919599,535681016
516146289,234656637
3346542,211330114
420216858,279552758
195438755,12330729
267609629,333129197
453895363,313194667
5856094,19524180
14204987,488243736
5856094,1689981
547782928,213547471
456925212,349926436
13588275,2772208
852669061,715162217
647849421,757037589
244704883,470859984
428113258,201558351
498156621,339943804
428473928,148261986
420893527,232239541
34381710,166551411
852669061,789152815
497573070,475408641
41501022,429292362
290659920,261168075
5856094,22603515
270288637,521311661
662741463,157722137
250496539,194954886
348609170,449654085
244704883,140490628
381144370,294460085
358528631,267699513
426246715,216878497
282677928,230764430
497573070,442016480
166627739,3582181
401629439,319845806
35487274,590163796
662741463,227841151
406806074,611610035
11582761,246607495
241514576,1665848
419054284,657063314
40370984,390860892
228741614,304218022
222659660,223557744
299908306,85510525
428113258,402149922
342659670,327799609
662741463,212189632
346494351,321805476
547782928,197165180
381144370,332021766
146553153,2239843
390860892,180070377
159004480,252714952
456494191,270333097
348609170,181850349
2762541,522186911
197700598,344143639
456925212,431923025
265134445,120016251
401629439,231819357
619577615,606422591
498156621,207077585
662741463,335430972
42735014,539265197
195438755,355175142
181899699,4743498
212397580,406882626
171332234,95976927
112082607,572168979
246422438,264205295
453187528,421493955
258846989,302717306
222659660,710703503
428113258,223614098
181899699,194008991
430788636,399145440
183406465,206555012
9030558,354800729
104196443,232771128
9030558,133629023
9030558,10765271
381144370,389761403
146553153,89268054
366642900,85661030
381144370,384358259
183406465,46974929
402236678,163763196
6273964,3234291
36041325,206312673
863599971,14724238
39538382,448968325
611408859,546380502
508522179,271057290
466646163,414106971
381144370,381034789
427076362,19730921
269092411,527214150
217842081,95870991
246392839,267977636
181899699,13674141
36041325,431188820
497573070,525605756
355467757,108089062
146553153,59712364
456925212,266756790
333156814,30816983
261723359,185004220
447582384,824597061
256262373,438876757
94867644,473094487
466889037,128623479
430788636,427406379
13588275,1788225
852669061,419006481
560875125,629012189
257465738,279668627
240386844,386295
282476961,164746776
357795422,1565698
863599971,62292842
560875125,622106882
195438755,154472912
181379424,156972537
257465738,236530593
614288838,217272178
166627739,332922292
406806074,384208546
191228642,540820776
453187528,72572460
300919599,338375305
611408859,253840293
466878925,628911168
690736214,281944596
54854546,216095131
180398332,345992188
303690604,635025212
465506973,264536521
569125867,120791804
252606151,41618600
281095868,11043923
210930165,219875083
257069764,166220081
5856094,50647406
282343851,264302541
547782928,152372095
294580850,519528090
315206399,247910399
415644346,276590859
300287042,37743914
3346542,8989398
281095868,284864500
230230302,13673965
282343851,322560895
3346542,4766240
290800603,37468446
480978443,420469291
36041325,4734086
181226986,256744728
42589261,315466902
852669061,630211183
293967302,309297977
471276575,314686625
731564795,406806074
420893527,388686464
549033684,404119626
576290948,312912782
94867644,61756340
420893527,175319753
420893527,24179570
318768118,128044399
88785305,66183234
378015876,346494351
558255592,367310969
181379424,246906174
35487274,55534777
246392839,249645741
662741463,55923383
246392839,301855897
366642900,224972096
246392839,263604973
241514576,227741042
171332234,81443380
500581964,577036285
11582761,43889191
384010484,381677787
655632263,37855384
335892490,216664953
401629439,298562336
428113258,281172150
364573645,242149525
293967302,275593438
205420949,244929347
9699944,5807819
456494191,359375585
389284597,51437193
498156621,324831486
456494191,174111046
7894249,100573968
612630823,609337278
456494191,6052217
390860892,29581477
222659660,139193320
381144370,152524940
257332093,197534690
195438755,494603096
498156621,469366258
662741463,333944837
228128499,74536932
5856094,7520244
427076362,79742152
11272266,63549420
13588275,3183112
383777387,444482184
191228642,860802051
246392839,221186302
179904917,436343416
54854546,75240909
619577615,632146056
567877525,345120737
596640363,602893584
466889037,301469258
246422438,7507206
11425284,166135274
427076362,173327479
427076362,104240556
228875108,196884852
171332234,211977764
360766380,264738252
384010484,309180976
195035255,291476694
863599971,179881910
1841900,1713714
240352641,218743321
430788636,252357948
180177459,182228709
242047333,182738392
275013962,185764474
414176127,188651024
181899699,3770737
428113258,367465856
34381710,18582323
299908306,138701980
456925212,292489704
480719713,196334769
611408859,207903385
240352641,354270831
156110357,90179568
325845130,82206848
273881727,182241673
360766380,308879680
281095868,732503780
335892490,830215145
36041325,39025048
42735014,512050767
257332093,671863080
381144370,357066137
360766380,326739893
299908306,251614220
576290948,676670729
181899699,10844260
265134445,105607081
381144370,354690300
195438755,1201890
334025696,7894249
146553153,497464
852669061,579338170
88785305,52738799
241514576,471916828
158753348,73240749
549033684,582929145
456494191,223921124
219305476,488243736
124487696,287755087
257004484,271729406
256262373,451434312
300287042,180762804
419054284,514774635
244704883,274156911
7894249,539972571
731564795,735324539
426240389,147725300
241514576,862176071
348759551,477276211
228875108,294030108
456494191,749678480
471276575,486610435
456925212,370243187
420893527,287853868
181899699,16970150
257332093,783389345
296485275,402240976
532802039,222749798
2762541,280655477
560875125,574275431
143655495,14662569
273881727,535798117
13588275,11992574
9030558,97459359
54854546,106449503
169624922,543368711
611408859,555747340
569125867,2312823
182393059,350394622
267407970,177212852
182393059,366642900
244704883,61838506
156110357,113012049
547782928,180842219
426240389,221703416
420893527,289140593
453187528,382158888
299908306,302829171
181899699,61746483
456925212,170220401
381144370,389331413
420893527,20001487
13588275,35014479
1841900,16541977
852669061,671657093
401629439,219155575
181899699,115510830
112082607,268875746
195438755,302600206
430788636,481217224
11582761,226200545
549033684,166754866
401671432,240811629
466889037,55424756
257066830,537567599
98306295,400103642
378015876,429002354
56623902,271381983
190936664,331502566
245514279,309180126
619577615,552426217
195438755,9640180
428113258,242015285
427076362,22644349
300919599,273832270
261018442,1732377
246422438,1719871
456925212,290815405
257465738,352819567
244704883,113279044
401629439,163122480
5856094,29880693
3346542,135980954
576290948,626957754
456925212,394071946
244704883,244860311
406806074,205973854
5856094,3306698
282343851,480978443
281095868,734749710
58314538,640629144
420893527,18635460
549033684,582711747
257673049,386272326
549033684,447513530
133694148,184744467
35487274,129035868
25891559,79655162
244704883,208424628
197700598,264399022
381144370,309561856
228128499,366175656
456494191,157389476
182393059,532972019
240098981,277019335
420893527,264666593
690736214,570661142
340121125,199334366
299908306,254179644
145015907,209166392
259551635,389201910
450888002,38766710
662741463,182653889
257066830,181379424
430788636,144962170
222659660,241967120
261723359,269862209
852669061,846971193
422791187,234978690
1756709,80671383
611408859,390227571
20447475,13344111
318768118,214383880
181899699,14689993
36041325,108118200
569125867,237539441
267407970,143267934
222659660,518173333
366642900,82276782
379290263,733852108
296485275,595915831
182393059,86818850
6292023,11419440
415644346,76773338
181899699,19619682
146553153,162888879
166627739,160121214
401629439,341802279
532802039,456249016
532802039,39538382
343048272,1307005
3346542,5010701
576290948,659297689
290800603,713120765
146553153,272040
427076362,160349546
355326012,424085069
381144370,425721647
323705571,630927556
7894249,230764430
11425284,308611206
241514576,199257525
852669061,308816285
516146289,214701397
4408195,110110710
428113258,380990992
456494191,172527084
547782928,219147667
13588275,16251358
569125867,120666516
195438755,83749089
466889037,143738082
447582384,531950812
257066830,168124413
208698330,243911569
428113258,405479597
21233695,19844788
257004484,138572553
5856094,39715830
1756709,6695390
466889037,428016756
257465738,350890984
180177459,602304
852669061,616445457
257386414,137611952
171332234,11398651
1841900,6348126
159004480,316446465
547782928,214770198
2762541,44242083
547782928,335422573
426240389,429776918
390860892,60052696
381144370,313074913
299212322,199183162
146553153,1330495
252606151,276998805
246422438,224429016
569125867,268689941
258611275,230797903
80671383,10011365
471276575,250574629
146553153,12282018
344924333,222115677
146553153,1723948
335892490,414128520
222659660,287396346
319628783,403447486
456494191,388741477
241514576,2420463
232094840,118457402
181899699,303991
299908306,316850393
241514576,79057747
255366094,282133099
316470083,293112405
42589261,587034572
430788636,506047767
181899699,97235419
569125867,327880063
408717937,225459576
171332234,2517726
655632263,671414942
36041325,215993475
569125867,74063883
228741614,402787538
181899699,189289186
558255592,404640623
7894249,215665481
406806074,482757041
248652763,466133215
378015876,267407970
230296613,580114443
381144370,369663961
731564795,166041038
7894249,5945117
1841900,2651524
461547882,670965406
569125867,146587781
427294725,240736796
296485275,313632186
547782928,208297890
5856094,17308322
384409125,431447485
418495890,382472761
281095868,294302427
80671383,139733202
456925212,182382193
290800603,518573822
260785266,263234343
315206399,259830902
333055487,300581389
335892490,133065317
7894249,36088
171332234,188598568
261018442,385264141
180398332,205950862
171332234,380191603
428113258,257648792
240352641,550728321
88785305,5289742
655632263,404862118
88785305,2024016
158753348,542802486
1756709,180033522
342659670,238842254
260771135,553316834
358528631,301406687
567877525,812507633
261018442,859939
456925212,355989751
13588275,6739984
163732075,384808550
471276575,480839128
273881727,68004911
498940778,474193322
27263359,131874641
42589261,198598409
146553153,2070529
420893527,15944748
406806074,360178043
249838483,318108050
9300105,7654402
547782928,338006895
258611275,187126360
293967302,246780441
390860892,136179452
181899699,76707662
488243736,8616999
380633195,329140613
787241,118366
365531616,747446058
241514576,367938590
271476229,198598409
552761297,504996967
88785305,64051671
42735014,130280768
427294725,241079994
148111655,848223260
662741463,154288520
146553153,56796041
569125867,211172671
258846989,487642005
516146289,229237953
205420949,87356751
252606151,10157657
294580850,195928767
420893527,145901971
428113258,71421828
181899699,34956326
375483829,468108438
299197852,479943028
58314538,90111960
178786625,185628456
267407970,355098255
270288637,634974946
381144370,229425746
171332234,19922472
137037837,711297792
465506973,315561137
7894249,207066627
261723359,67738704
552761297,608038070
3346542,21005231
4408195,66531464
207634257,1148370
299908306,179865795
299908306,371790806
146553153,150778204
549033684,721797389
329467758,737427149
466889037,37696922
299908306,230863885
1756709,6589537
430788636,245970447
427076362,146462476
348759551,357759959
427076362,2820976
146553153,7546372
137363946,258611275
247910399,192360350
427076362,1325229
466889037,60089988
219305476,391504204
237403943,403505919
335139497,137881168
207634257,322617553
665764935,455465917
228128499,344756213
516146289,135941113
384010484,81677180
567877525,298429702
430788636,449118180
36041325,168406509
390860892,43047795
23810143,30355428
271311728,322591185
7894249,11145118
258846989,294512767
401629439,285203408
41501022,544417354
173860653,315989271
381144370,239085551
662741463,332381709
334025696,395876344
282677928,219150353
690736214,173303411
119799833,2358835
824597061,210991872
1756709,5233309
178786625,92412691
381144370,415658939
5856094,1718093
58314538,327691434
195202746,227976180
246392839,210815835
146553153,74716121
228128499,474951855
569125867,134060322
241514576,132435943
299908306,343715721
210930165,307994691
282343851,446832505
180177459,238517300
456925212,148106722
852669061,718253099
342659670,8985626
567877525,374658391
190936664,197556660
7894249,3734276
214205952,731420197
611408859,523104988
391504204,191259010
195438755,231809563
242047333,351642360
456925212,338864929
222659660,509556117
2762541,664169579
244704883,388557921
335139497,148127933
576290948,335201394
480719713,509134871
344924333,158843152
549033684,505808396
415644346,75654805
181379424,358466081
731564795,10856225
2762541,476551834
455209110,350067408
241514576,23048519
222659660,353277573
662741463,215770184
558255592,13648111
250043232,354800729
569125867,252260241
225492573,280078354
348609170,403078864
516146289,359629248
456494191,461031925
257066830,94536693
547782928,309137951
213402360,461855112
569125867,347041419
662741463,297636703
119447546,192225594
282107618,216123065
13588275,16966964
390860892,163814748
619577615,828173556
242047333,15944519
342659670,170294882
271311728,186272849
13588275,13008239
690736214,164274941
225492573,191725995
381144370,253281942
321776183,352688909
14204987,174164675
7894249,261723359
326807134,203263719
228128499,515383499
278397528,447523268
281095868,234031195
549033684,496011918
321776183,235895636
13588275,44124886
11582761,220481079
282343851,199345894
294580850,350524986
611408859,349247602
215482736,456925212
655632263,14040482
456925212,35231718
94867644,11564356
228128499,319628783
569125867,202281760
401629439,334562662
549033684,500322567
455209110,2367428
257332093,6579545
569125867,296189264
260785266,394675717
173860653,263700886
348759551,66260030
281095868,649994492
257465738,350198334
171332234,167020358
852669061,208323667
257673049,322278641
212397580,197032680
516146289,374895153
427076362,185744954
25891559,394675717
244704883,202730826
852669061,52309206
5856094,31744018
547782928,319938896
250496539,179948909
549033684,601870956
171332234,6844216
13588275,4263100
195438755,414535928
300919599,387163766
273881727,410353401
380633195,9024601
662741463,166379386
293967302,207077585
569125867,228744023
614288838,63339139
381144370,364886249
690736214,853743404
333055487,352223809
2762541,395493592
543162977,292879156
1841900,535668770
146553153,28801844
257332093,304315299
420893527,67483462
415644346,128044399
355467757,55092138
420893527,347525796
5856094,39781739
240443780,267067072
662741463,243655308
390857534,199501087
181899699,50687123
273881727,147307755
9699944,5218851
1756709,255210148
166627739,104273949
662741463,304076744
576290948,153237507
299908306,324691900
401629439,417229969
222659660,399042508
257465738,322974292
348759551,298058772
25891559,124834886
430788636,237225471
258611275,264669024
258611275,413146306
205420949,194338917
171332234,190871748
386937989,228741614
401629439,155376791
342659670,252231067
258846989,648078823
169624922,648400549
378015876,155070907
271476229,290009781
166627739,9925420
852669061,511943509
261018442,249595828
299908306,201941303
555746062,586854082
4408195,43705375
315206399,5067438
252182879,301403322
268713514,524712082
381144370,412822642
13588275,12627081
25891559,564335422
427076362,140525986
547782928,287689298
343048272,198084
156110357,146845560
456925212,401707627
5856094,23041458
401629439,112322865
346494351,3723851
852669061,373763597
163209102,460291471
461111565,190548536
358528631,279623911
381144370,68050
323705571,154285668
181899699,199724
183501238,174232950
321776183,322481212
427076362,189251595
201479675,314627570
181899699,120378294
181306939,305842863
247910399,392601933
166627739,7969400
3346542,82854147
661375959,210780562
230296613,364812009
547782928,142945854
273881727,1523844
246392839,185777669
426240389,327783910
34381710,338579065
540304869,536518925
406806074,177886799
273881727,370989124
299197852,196963887
248652763,532391843
334025696,4045971
135883377,75347335
244704883,206927783
41501022,662602294
662741463,147235294
249838483,425208527
181899699,108431216
201479675,221149682
281095868,777964688
36041325,327973036
11582761,708245691
7894249,274819229
244704883,475822404
21233695,1314719
166627739,500592612
299908306,363402560
299908306,334752274
409028012,567792881
401629439,424869244
366642900,311235820
547782928,11858713
342659670,100212567
390860892,81053160
334025696,167972516
277019335,369074089
257066830,150884102
311816782,427406985
171332234,76540193
299908306,16449567
506446286,478093433
181899699,2560769
260785266,101480468
456925212,370612001
159004480,236067106
299908306,157367039
241514576,858067093
547782928,185421009
344924333,257359054
287048125,30808686
299908306,345758858
319628783,186315719
241514576,244892529
293967302,324831486
172653463,312097825
344924333,460748239
25891559,46617210
156590923,249847775
315110195,71407279
402236678,113013275
13588275,6371634
21233695,7192391
227281335,56623902
334072835,254178656
3346542,242168187
273881727,371187087
137363946,136615130
59245310,100358117
119799833,849882
299212322,536891336
241514576,83568481
258846989,196543531
662741463,158336135
191228642,180916539
300919599,361960067
366642900,303209321
456494191,390579861
453895363,712250491
420893527,271478668
348759551,354740117
222659660,5856094
420893527,282133678
428113258,116570382
357795422,232289348
273881727,556577963
852669061,581623271
456494191,7052716
505117799,360101673
299908306,138576481
575144481,411454489
80671383,12275982
180398332,570422805
13588275,1436952
390860892,16465050
246422438,408663749
25891559,274637552
569125867,371390481
220463923,78801943
181379424,89391111
547782928,176028133
219057303,219397721
455209110,146104421
181899699,179939
390860892,118828669
662741463,214019429
558255592,312459421
401629439,412881710
222659660,270705222
240352641,286989838
381144370,390891085
210930165,112082607
11582761,636917107
257004484,75207520
240352641,502826293
619577615,643253801
430788636,49698763
166627739,165534482
316470083,676903235
552761297,184292548
258611275,450198882
171332234,166307037
402236678,700605479
456494191,150908044
242047333,690768776
281095868,192169363
287195165,412860779
430788636,534703371
181899699,88430015
611408859,565038421
199891666,69110189
415644346,214383880
852669061,666991975
255366094,305975902
261018442,548043992
316470083,488360488
246422438,203412451
728776785,672973662
662741463,236248735
41501022,464610000
428113258,325966959
428113258,400569831
11582761,270721659
569125867,163727883
420216858,303600452
210930165,225459576
540304869,3373171
466878925,271188351
466878925,560012360
290800603,50200048
852669061,788989169
13588275,33770471
662741463,361295517
3346542,6714185
348609170,225845956
213374483,157671799
320989644,275594160
427076362,31941846
516146289,143204199
281095868,500421308
181306939,320821867
549033684,370692303
9300105,258851472
1841900,515441795
271476229,284347523
399529631,191228642
455209110,584032941
352846445,517977532
428113258,61838267
244704883,360715538
427294725,229079067
172653463,224596322
242149525,49677402
171332234,152101010
381144370,310374191
36041325,456405278
171332234,96631544
549033684,714489692
